-2.509197623052750181e+00,9.014286128198321535e+00,4.639878836228101378e+00,1.973169683940732000e+00,-6.879627191151270083e+00,-6.880109593275946622e+00,-8.838327756636010335e+00,7.323522915498703156e+00,2.022300234864175650e+00,4.161451555920908874e+00
-9.588310114083951063e+00,9.398197043239886028e+00,6.648852816008435695e+00,-5.753217786434476899e+00,-6.363500655857987631e+00,-6.331909802931323661e+00,-3.915155140809245538e+00,4.951286326447572606e-01,-1.361099627157685177e+00,-4.175417196039161283e+00
2.237057894447589845e+00,-7.210122786959162866e+00,-4.157107029295636913e+00,-2.672763134126165951e+00,-8.786003156592805396e-01,5.703519227860272878e+00,-6.006524356832805722e+00,2.846887682722325508e-01,1.848291377240849798e+00,-9.070991745600045064e+00
2.150897038028766417e+00,-6.589517526254169866e+00,-8.698968140294409679e+00,8.977710745066666220e+00,9.312640661491187188e+00,6.167946962329221350e+00,-3.907724616532586737e+00,-8.046557719872321712e+00,3.684660530243137444e+00,-1.196950125207973059e+00
-7.559235303104423487e+00,-9.646179777459629179e-02,-9.312229577695632088e+00,8.186408041575642613e+00,-4.824400367999661654e+00,3.250445687079640322e+00,-3.765778478211780467e+00,4.013604235562162614e-01,9.342055868655929629e-01,-6.302910889489458768e+00
9.391692555291172084e+00,5.502656467222291070e+00,8.789978831283782768e+00,7.896547008552975200e+00,1.957999576221702398e+00,8.437484700462334786e+00,-8.230149958961609613e+00,-6.080342751617095587e+00,-9.095454221789239568e+00,-3.493393384734712726e+00
-2.226454206210359388e+00,-4.573019364522082242e+00,6.574750183038588602e+00,-2.864933466128213979e+00,-4.381309806252384753e+00,8.539216631649697575e-01,-7.181515500504747074e+00,6.043939615080795136e+00,-8.508987126404583989e+00,9.737738732010345899e+00
5.444895385933147480e+00,-6.025686369316551882e+00,-9.889557657527952017e+00,6.309228569096681838e+00,4.137146876952343177e+00,4.580143360819747045e+00,5.425406933718914360e+00,-8.519106965318192337e+00,-2.830685429114547347e+00,-7.682618809497405721e+00
7.262068517511870880e+00,2.465962536551158379e+00,-3.382039502947016274e+00,-8.728832994279526858e+00,-3.780353565686755957e+00,-3.496333559465059082e+00,4.592123566761280529e+00,2.751149427104262912e+00,7.744254851526530814e+00,-5.557014967610136580e-01
-7.608115081233965959e+00,4.264895744459899163e+00,5.215700972337948826e+00,1.225543951389925112e+00,5.419343599091220653e+00,-1.240880727121851379e-01,4.546565876398815931e-01,-1.449179632829007858e+00,-9.491617465118096675e+00,-7.842171460133910976e+00
-9.371416286265315421e+00,2.728208225275608356e+00,-3.712880378473466081e+00,1.714138232940563000e-01,8.151329478521859073e+00,-5.014155417022500671e+00,-1.792341539287406249e+00,5.111022770860973452e+00,-5.424036690167550745e+00,-8.460401803424140610e+00
